Age,Gender,High_School_GPA,SAT_Score,University_Ranking,University_GPA,Target,Internships_Completed,Projects_Completed,Certifications,Soft_Skills_Score,Networking_Score,Job_Offers,Starting_Salary,Career_Satisfaction,Years_to_Promotion,Current_Job_Level,Work_Life_Balance,Entrepreneurship
20,Male,2.36,981,73,3.68,Arts,2,8,1,1,3,4,71000,7,2,Senior,2,No
20,Male,2.57,987,726,3.66,Engineering,1,2,5,6,6,3,57200,9,4,Entry,1,Yes
29,Female,2.91,1289,523,2.64,Medicine,3,6,3,4,6,4,62100,10,3,Mid,3,No
24,Female,2.58,1597,337,2.6,Engineering,1,2,2,8,4,3,66800,4,3,Mid,9,Yes
24,Female,2.47,1479,737,2.61,Arts,0,7,2,6,1,5,74700,7,5,Entry,6,No
24,Female,3.47,1350,318,3.62,Business,3,7,5,3,7,4,49800,10,3,Entry,5,No
27,Female,2.02,1332,203,3.66,Law,0,2,0,7,2,3,54100,6,4,Mid,8,No
25,Male,3.08,1273,231,2.66,Law,4,4,4,3,6,4,42300,10,3,Mid,10,No
22,Female,3.59,1334,904,3.19,Engineering,0,6,5,9,7,0,37400,9,1,Mid,3,Yes
22,Male,2.53,1086,563,2.28,Mathematics,4,0,5,8,2,2,27600,8,5,Entry,10,Yes
21,Female,3.21,1289,57,2.94,Medicine,2,2,0,3,6,5,34800,2,3,Senior,3,No
24,Female,3.34,1117,644,4,Arts,4,0,2,2,1,4,42100,3,3,Mid,5,No
27,Female,3.31,1007,420,2.32,Engineering,2,1,3,3,6,0,53000,6,1,Senior,1,No
21,Male,2.89,1449,915,3.9,Arts,4,6,3,4,8,2,32900,5,2,Entry,7,Yes
19,Male,2.69,1248,280,3.65,Arts,4,6,0,3,8,1,35400,2,4,Mid,3,No
21,Female,3.67,1421,809,3.94,Computer Science,1,2,4,9,7,5,25000,2,3,Mid,2,No
25,Female,3.52,925,305,2.36,Law,1,5,1,10,4,5,39700,5,1,Entry,7,Yes
26,Female,2.64,947,466,2.43,Mathematics,0,5,5,2,4,4,50900,5,1,Entry,1,No
20,Male,2.21,1269,737,2.03,Law,1,1,3,8,5,1,50800,1,2,Entry,1,No
24,Female,2.14,913,174,3.45,Business,2,8,1,7,8,2,45200,10,3,Executive,9,No
29,Female,2.19,1511,804,3.29,Mathematics,1,7,5,1,4,2,46300,3,2,Mid,7,No
26,Female,3.17,1086,266,2.36,Computer Science,0,1,4,6,9,4,50100,9,5,Entry,3,No
28,Female,2.1,1423,247,3.58,Law,3,3,0,6,3,0,68700,10,1,Mid,5,Yes
21,Female,2.67,1178,78,2.6,Arts,2,8,4,9,9,4,44600,3,4,Mid,2,No
27,Female,3.51,1240,647,2.27,Medicine,3,3,2,10,2,0,47900,6,1,Entry,5,No
20,Female,2.59,1227,652,2.85,Medicine,2,6,4,8,6,4,30600,6,2,Executive,9,No
22,Other,3.53,1578,854,2.18,Computer Science,0,4,0,7,5,0,57100,2,4,Senior,10,No
18,Male,3.49,1533,253,2.53,Medicine,1,9,0,7,5,3,49100,7,4,Entry,5,No
20,Male,2.49,1506,475,2.74,Arts,3,5,4,5,6,0,42000,9,1,Mid,1,Yes
25,Female,3.46,924,176,3.7,Mathematics,3,0,5,2,10,0,32300,9,4,Mid,8,Yes
28,Female,3.5,1428,421,3.59,Engineering,1,3,0,10,7,2,55200,8,3,Entry,6,No
25,Female,2.79,1325,971,2.89,Arts,0,4,2,5,4,1,33600,5,1,Senior,2,No
21,Female,2.42,928,932,3.45,Law,1,5,1,1,4,4,58000,8,2,Senior,6,No
19,Male,3.04,1222,572,3.14,Engineering,4,5,4,10,9,2,76900,9,5,Mid,9,Yes
25,Female,3.84,1212,461,2.68,Medicine,4,4,0,6,4,1,67300,1,2,Entry,3,No
25,Female,3.28,1483,864,3.45,Mathematics,4,2,5,2,8,2,50500,1,3,Entry,5,No
27,Male,2.35,1169,254,3.37,Business,3,1,5,1,10,5,59400,5,5,Entry,7,No
21,Male,3.37,1194,520,3.24,Business,3,6,5,1,1,2,39600,7,5,Entry,10,No
20,Female,2.85,1555,903,3.24,Arts,0,0,1,1,4,4,30300,9,2,Senior,2,No
19,Male,3.18,1122,107,3.37,Arts,2,4,2,4,2,5,52000,9,1,Senior,1,No
26,Female,3.47,974,171,2.77,Medicine,1,3,4,5,10,3,41000,3,1,Entry,5,No
18,Male,3.03,1001,58,3.74,Business,2,6,0,5,5,2,29400,1,5,Mid,4,Yes
24,Female,3.63,1431,337,2.32,Business,3,1,1,1,2,4,25000,3,2,Entry,9,No
22,Female,3.44,1528,342,3.77,Arts,1,7,2,6,7,0,45500,8,2,Entry,10,Yes
25,Female,3.23,1585,942,2.68,Law,3,8,3,3,10,1,64900,7,1,Entry,4,No
21,Male,2.3,1072,290,2.25,Business,0,9,0,4,7,4,47600,5,3,Entry,7,No
24,Female,3.67,903,84,3.2,Arts,1,0,5,5,9,3,46900,10,1,Entry,5,No
22,Male,3.87,1378,117,2.75,Computer Science,3,4,5,4,4,4,49200,9,1,Entry,5,No
22,Male,2.27,1559,712,3.63,Business,4,3,2,4,5,4,35700,4,3,Mid,6,Yes
26,Other,2.98,1294,534,2.86,Engineering,4,4,1,10,3,0,43400,6,1,Entry,8,No
26,Female,2.52,1525,219,3.34,Mathematics,3,8,5,1,7,1,68800,5,5,Entry,4,No
26,Female,3.51,1066,738,2.62,Medicine,2,2,4,2,5,5,72900,6,5,Senior,9,No
29,Male,3.44,1199,917,2.42,Mathematics,0,0,1,2,9,1,65700,4,5,Entry,6,No
23,Male,2.28,1017,783,2.78,Arts,0,2,5,2,7,3,61600,3,5,Mid,8,No
23,Male,3.75,1411,901,3.21,Business,3,3,4,10,4,5,73200,5,5,Entry,4,No
22,Female,2.36,1511,102,3.31,Business,0,1,2,1,7,5,33700,5,2,Mid,9,No
26,Female,3.59,1074,657,3.16,Law,1,0,2,10,1,1,90800,2,2,Entry,9,Yes
27,Female,2.91,1058,456,3.98,Arts,0,0,1,8,2,0,25000,10,3,Mid,1,No
25,Female,2.66,1283,659,3.38,Engineering,4,7,1,1,3,3,45100,4,4,Mid,1,Yes
24,Male,2.32,1126,773,3.86,Business,3,3,4,8,5,0,25000,3,5,Entry,7,No
24,Male,2.34,937,791,2.24,Computer Science,1,1,0,1,5,0,61300,7,4,Entry,3,No
23,Male,3.32,1362,851,2.12,Medicine,0,9,1,10,7,5,32500,5,4,Mid,7,No
22,Male,3.1,1330,526,2.62,Arts,4,2,5,3,9,4,34100,6,5,Entry,1,No
21,Male,2.24,1547,266,2.27,Business,2,7,0,9,10,4,70600,7,1,Entry,1,No
20,Female,2.23,1003,287,3.05,Mathematics,0,5,0,8,9,4,46300,2,3,Entry,7,No
20,Male,2.14,1092,141,3.04,Law,4,7,0,2,6,5,59600,10,4,Entry,4,No
23,Female,3.49,1149,895,3.15,Law,4,9,2,4,7,2,43000,4,1,Entry,2,Yes
21,Male,3.42,912,406,3.49,Medicine,4,4,2,8,8,0,35800,6,1,Mid,5,No
29,Other,2.12,1466,293,3.94,Arts,4,2,0,9,4,1,63400,3,5,Entry,5,Yes
29,Female,3.12,1496,935,3.76,Arts,2,5,0,7,7,3,52600,6,3,Mid,4,No
23,Female,2.17,1520,906,2.24,Arts,3,9,2,1,6,2,53200,10,5,Senior,9,No
20,Male,3.81,1454,31,2.68,Engineering,4,7,4,8,8,4,41100,1,3,Senior,2,No
21,Female,3.81,1287,171,2.51,Computer Science,3,4,5,1,1,5,47500,8,5,Entry,4,No
26,Female,3.4,970,355,2.35,Law,2,4,3,9,5,2,41000,10,3,Mid,2,No
22,Male,3.85,1470,205,3.09,Arts,2,2,1,8,3,5,61400,5,2,Mid,10,No
24,Male,3.62,1337,478,3.11,Engineering,1,2,0,4,9,2,50500,1,1,Senior,4,No
27,Male,3.66,943,994,2.45,Arts,1,7,2,10,9,0,59300,10,1,Senior,6,No
19,Female,3.14,1171,932,3.42,Arts,4,0,0,4,3,0,45200,10,1,Mid,5,No
22,Female,2.61,913,291,3.47,Engineering,3,3,0,4,10,5,76900,1,3,Mid,10,No
26,Female,2.44,1270,111,2.04,Computer Science,2,8,0,6,2,1,49000,10,1,Entry,10,No
28,Male,2.65,1011,68,2.79,Medicine,0,5,0,2,5,3,55300,3,2,Entry,6,No
20,Male,3.26,1278,695,3.78,Law,1,5,4,4,4,3,58700,6,2,Mid,2,No
26,Female,2.35,1213,373,3.04,Business,1,9,1,4,7,4,37500,2,4,Entry,1,No
28,Male,2.52,1314,196,2.7,Mathematics,0,6,1,8,8,1,44800,8,1,Entry,5,No
23,Female,2.94,1384,126,2.51,Arts,3,6,2,2,4,3,58500,10,5,Senior,3,No
21,Female,2.47,1068,687,2.49,Computer Science,3,5,4,8,3,2,26900,7,5,Executive,3,No
24,Male,3.18,1145,262,2.2,Law,3,8,4,10,9,2,56400,2,5,Entry,10,No
25,Female,3.85,1165,887,3.63,Business,4,7,1,2,8,3,28900,1,2,Senior,5,No
23,Male,3.5,1142,924,2.17,Arts,4,7,2,9,7,2,27600,7,4,Senior,3,No
22,Female,3.33,1569,798,2.58,Mathematics,0,1,4,9,8,5,33500,7,4,Mid,6,Yes
23,Male,3.17,1199,155,2.09,Business,2,6,2,6,8,2,57000,3,2,Entry,7,No
22,Female,2.98,1226,581,3.56,Engineering,0,0,1,10,10,5,89700,10,4,Senior,6,Yes
25,Male,2.37,1429,108,2.08,Mathematics,2,9,0,5,8,4,30900,8,5,Entry,10,No
18,Male,3.79,1494,423,2.62,Law,0,7,5,7,1,2,51000,8,5,Senior,8,No
28,Female,2.5,1241,35,3.15,Computer Science,4,2,5,8,4,5,64800,5,2,Entry,4,No
24,Male,2.18,1578,871,2.82,Computer Science,3,8,5,8,10,3,57700,7,5,Mid,6,No
27,Female,3.5,1453,44,2.56,Law,1,4,4,3,7,0,39800,3,3,Entry,3,No
27,Male,2.35,1148,655,2.55,Medicine,0,6,2,3,6,2,60300,6,5,Mid,10,No
28,Female,2.74,1279,723,3.6,Medicine,0,6,0,5,3,3,42300,3,1,Senior,7,No
19,Male,2.06,1431,990,3.95,Business,1,8,1,5,3,2,47900,9,2,Entry,6,No
26,Female,2.27,1280,998,2.7,Engineering,0,1,3,2,4,1,36700,7,2,Mid,6,No
18,Male,2.35,941,416,2.08,Business,3,3,5,5,10,5,66200,1,4,Senior,3,No
28,Male,2.11,1244,1000,2.07,Arts,1,7,4,1,6,4,54400,8,4,Senior,1,Yes
27,Male,3.31,1498,285,3.52,Computer Science,1,4,4,7,1,0,45600,9,4,Senior,2,Yes
23,Female,3.67,1160,447,3.1,Business,3,4,2,7,10,5,54900,10,1,Mid,10,No
26,Male,2.75,1205,518,3.57,Business,3,2,1,1,4,2,51400,2,5,Mid,10,No
18,Female,3.75,1139,730,3.39,Law,1,4,5,3,9,3,54600,1,2,Entry,3,No
21,Female,2.43,1578,27,3.82,Mathematics,3,6,1,8,7,0,61600,4,5,Entry,1,No
21,Male,2.65,1212,227,3.77,Computer Science,3,3,4,9,6,2,54700,9,4,Entry,8,Yes
26,Female,2.3,1340,796,3.58,Computer Science,3,7,4,3,5,1,37700,6,2,Entry,9,No
28,Male,3.24,1032,901,2.95,Medicine,1,5,5,6,2,3,25000,10,4,Entry,7,No
22,Male,2.84,950,425,2.62,Medicine,0,5,5,6,2,4,61400,8,1,Mid,7,No
22,Female,3.23,1517,568,3.01,Computer Science,2,5,2,6,6,2,41600,7,2,Entry,3,Yes
23,Female,3.52,1291,368,3,Mathematics,1,3,2,5,9,3,66800,5,4,Entry,9,No
18,Female,3.09,1595,310,3.22,Business,2,2,3,6,9,2,27900,5,4,Entry,9,No
18,Male,3.26,1422,848,2.37,Arts,3,9,0,6,1,4,36100,6,4,Entry,5,No
26,Male,3.87,1407,105,3.31,Business,3,5,2,10,7,1,48200,6,1,Senior,7,No
20,Male,2.6,1561,18,2.91,Mathematics,0,5,0,6,7,5,51600,5,5,Mid,1,Yes
21,Female,2.72,1253,205,3.24,Arts,3,1,4,8,10,4,64200,8,5,Mid,6,No
18,Female,3.44,1294,43,2.48,Computer Science,2,9,3,6,2,4,65700,3,5,Entry,10,No
26,Female,3.22,995,89,2.87,Law,1,8,3,3,10,4,49200,9,1,Mid,1,No
25,Male,2.36,1005,586,2.42,Arts,1,3,3,7,4,5,61300,5,5,Mid,10,No
19,Male,2.75,1554,157,3.75,Medicine,0,3,1,6,8,0,25000,9,5,Entry,6,No
25,Male,2.94,1577,266,2.98,Law,2,9,5,9,6,3,45000,5,1,Executive,6,No
24,Male,2.84,1412,134,2.45,Mathematics,3,7,5,4,7,2,62100,3,2,Senior,7,No
28,Male,2.36,1457,464,2.08,Computer Science,4,2,4,1,10,5,51100,9,4,Executive,7,No
23,Female,3.85,1141,601,3.35,Mathematics,0,9,1,6,6,1,71800,2,4,Entry,10,No
18,Female,3.52,1387,748,2.43,Engineering,0,6,1,9,9,2,35900,5,1,Senior,3,Yes
24,Female,2.96,1414,132,3.98,Arts,4,6,3,8,10,0,63400,3,5,Entry,7,No
27,Male,3.36,1553,741,3.07,Arts,1,1,1,2,10,1,42700,7,3,Mid,10,No
24,Male,3.79,960,34,2.58,Mathematics,1,2,4,3,9,0,57400,4,5,Senior,2,No
26,Female,2.27,1315,83,3.32,Law,1,3,4,8,6,2,37000,8,3,Entry,2,No
18,Male,2.5,1193,929,2.55,Engineering,4,1,1,9,6,1,52200,1,4,Entry,1,No
19,Female,3.09,1201,132,3.64,Engineering,3,8,5,8,9,5,63100,5,1,Entry,2,No
28,Female,3.6,1069,428,2.62,Computer Science,3,9,4,10,10,2,61600,8,5,Mid,2,No
26,Male,2.07,1545,866,3.98,Law,2,5,5,1,9,3,51800,2,1,Mid,9,No
26,Female,3.97,940,204,3.21,Business,2,0,0,3,3,0,62300,6,5,Mid,3,No
23,Male,2.91,1130,799,3.69,Engineering,1,0,1,8,7,3,59700,7,5,Mid,1,No
23,Female,2.72,1308,336,2.15,Mathematics,4,7,3,1,3,3,45500,6,5,Senior,2,No
21,Female,2.59,1550,962,2.7,Arts,0,5,3,7,4,2,52800,10,3,Senior,10,Yes
21,Male,2.35,1521,497,3.47,Engineering,3,9,4,4,9,2,63200,3,1,Entry,8,No
22,Male,3.58,1196,442,3.31,Mathematics,4,6,4,7,10,4,77900,6,4,Entry,10,No
20,Female,3.91,1354,828,2.39,Computer Science,2,5,3,4,8,4,58300,7,2,Senior,2,Yes
18,Female,2.83,956,258,2.71,Computer Science,3,1,0,8,6,1,32700,3,3,Entry,4,No
18,Male,3.9,1534,292,2.53,Arts,3,2,3,6,6,2,56000,10,4,Entry,9,No
29,Female,3.65,1139,966,3.23,Arts,4,7,1,10,8,0,77700,2,1,Senior,9,No
24,Male,2.96,1497,125,2.69,Arts,2,3,3,10,2,2,40300,3,2,Mid,7,No
18,Male,3.35,1075,956,2.62,Business,4,7,2,8,5,2,30400,1,2,Mid,1,No
18,Male,2.87,962,663,2.41,Arts,0,2,0,1,7,5,57600,7,1,Entry,10,No
20,Male,3.12,1450,871,2.82,Law,3,1,0,9,3,3,50900,4,3,Senior,5,No
27,Male,2.12,1037,759,2.39,Computer Science,4,6,3,9,8,3,51300,3,5,Entry,5,No
21,Other,3.39,1353,175,3.93,Computer Science,4,0,2,6,3,4,47000,6,5,Entry,2,No
21,Male,2.11,1348,884,2.31,Engineering,0,2,1,9,4,5,41700,3,5,Senior,7,Yes
19,Male,3.63,1125,492,3.83,Arts,4,1,3,6,10,1,39300,10,4,Entry,1,Yes
18,Male,3.65,1342,869,2.86,Business,3,4,1,6,10,1,54400,3,1,Mid,1,Yes
20,Female,2.47,1105,814,2.76,Law,1,1,2,4,6,2,60700,9,3,Mid,10,No
28,Female,2.65,1575,80,2.46,Medicine,1,9,3,3,6,5,44700,2,1,Entry,1,No
21,Male,2.96,926,619,3.27,Engineering,2,4,3,3,2,0,69700,5,2,Mid,10,No
20,Male,3.19,1356,812,3.37,Law,0,2,1,2,2,3,50600,10,4,Mid,7,No
25,Male,2.57,1594,915,2.94,Mathematics,2,8,3,4,3,0,61500,10,3,Entry,4,No
27,Male,3.18,1006,305,2.11,Business,1,9,2,9,3,5,43600,2,2,Mid,4,No
18,Male,2.6,1343,510,3.84,Arts,0,8,3,7,4,3,52200,6,5,Entry,9,No
19,Male,2.11,1600,344,3.96,Business,4,7,4,3,4,5,55300,4,5,Mid,4,No
24,Male,2.01,935,570,2.86,Medicine,4,4,2,8,4,5,48400,7,5,Mid,8,No
21,Female,2.2,1496,91,3.23,Law,3,9,0,9,10,2,32500,1,1,Mid,1,No
25,Male,3.58,1054,647,2.9,Business,1,6,1,1,10,1,69100,8,2,Senior,3,Yes
28,Female,3.92,1068,862,2.64,Mathematics,4,1,5,1,3,5,47900,2,3,Entry,1,No
20,Female,2.85,1171,169,2.15,Medicine,0,2,5,9,1,2,25000,4,2,Entry,1,No
23,Female,3.03,1446,334,2.91,Medicine,4,1,2,9,9,3,42900,7,3,Entry,3,No
26,Male,2.29,1319,634,3.64,Law,2,9,5,7,2,5,73900,8,4,Mid,4,No
18,Male,3.1,1083,236,2.03,Medicine,2,0,0,3,3,1,68100,9,4,Entry,6,No
18,Male,2.29,1510,399,3.16,Law,2,2,0,4,2,0,54100,5,3,Mid,3,No
25,Female,3.22,1136,588,3.76,Business,2,3,2,7,6,0,62700,9,2,Entry,8,Yes
20,Male,3.87,1408,821,2.44,Mathematics,2,8,0,9,6,4,71200,9,3,Executive,8,No
22,Female,2.39,1340,477,2.37,Arts,3,1,0,8,1,0,51700,3,3,Mid,3,No
18,Female,3.53,1021,535,3.54,Computer Science,2,8,5,8,4,4,65900,7,5,Entry,3,No
22,Male,2.05,1316,845,2.51,Computer Science,3,0,4,1,10,1,38100,8,3,Mid,6,No
28,Female,2.75,1434,585,2.38,Business,3,8,3,6,5,2,34000,1,5,Mid,1,No
23,Male,2.22,1274,88,2.76,Arts,4,5,5,6,6,5,50300,10,5,Executive,1,No
25,Male,2.7,1474,615,2.79,Computer Science,0,7,5,5,5,5,61100,5,3,Mid,5,No
20,Male,2.35,1225,606,3.75,Mathematics,2,2,4,1,3,2,68900,1,1,Entry,10,Yes
20,Male,2.75,1379,961,3.24,Medicine,0,7,3,3,3,5,48500,3,2,Executive,7,No
29,Female,2.84,1049,828,2.81,Business,1,8,0,4,3,1,37600,2,3,Entry,1,No
28,Male,2.6,1491,778,3.07,Business,3,6,3,10,6,5,82400,2,4,Mid,2,No
28,Male,3.31,1389,253,3.91,Engineering,1,3,4,7,4,5,47100,4,3,Mid,9,No
27,Female,3.84,1052,358,2.23,Engineering,3,5,1,5,4,1,34900,5,3,Entry,1,No
26,Female,2.8,916,58,2.42,Engineering,2,5,1,2,3,3,58700,1,4,Executive,3,Yes
21,Male,2.38,1450,943,3.93,Law,1,1,3,3,4,0,100600,6,5,Entry,8,No
21,Female,2.54,1247,399,3.91,Arts,4,1,1,1,8,0,51400,5,5,Entry,2,Yes
29,Female,3.71,1358,521,2.35,Business,1,4,2,6,3,0,51200,4,1,Entry,10,No
24,Male,3.14,1101,525,2.29,Engineering,3,0,1,8,10,4,61300,6,3,Senior,7,No
19,Male,2.91,1322,919,2.84,Business,3,4,3,4,3,0,64100,2,3,Entry,2,No
25,Male,2.3,1179,417,2.1,Medicine,0,9,0,2,6,5,32400,8,2,Entry,3,No
23,Female,2.9,1321,393,3.31,Engineering,1,2,4,4,1,5,72400,6,5,Entry,10,No
20,Female,2.56,1499,643,2.15,Business,4,2,1,10,10,3,48200,3,3,Entry,9,No
26,Female,3.89,1364,222,2.12,Arts,2,7,3,4,6,2,51000,4,2,Mid,4,No
22,Female,3.77,1254,329,2.97,Law,0,2,4,5,9,2,33000,2,1,Entry,7,No
25,Male,2.17,1481,372,3.92,Mathematics,1,2,2,3,3,5,45100,4,2,Entry,6,No
24,Male,3.03,1277,511,2.85,Arts,0,0,0,9,2,4,71400,9,5,Entry,7,No
25,Male,2.45,1023,153,2.71,Arts,1,7,5,7,3,3,67200,4,5,Mid,7,Yes
24,Female,2.82,979,893,4,Mathematics,2,9,4,9,3,1,56900,8,1,Entry,2,No
20,Female,3.75,1456,879,3.06,Engineering,2,9,5,7,2,5,25000,3,3,Mid,1,No
19,Male,3.06,1132,984,2.75,Arts,4,5,4,10,4,2,39200,5,2,Entry,10,No
24,Female,2.67,1379,480,2.77,Law,0,7,3,4,8,3,56500,2,3,Senior,6,No
20,Male,2.42,1053,583,2.39,Computer Science,4,2,2,5,7,1,43600,9,3,Entry,7,Yes
20,Male,3.6,1591,932,3.02,Law,1,5,1,7,10,4,59800,9,3,Mid,2,No
19,Male,3.25,1308,857,2.88,Medicine,2,1,2,6,9,5,62000,10,4,Senior,2,No
21,Male,2.94,930,20,2.54,Law,2,2,0,9,8,0,71100,7,1,Executive,9,Yes
25,Male,2.43,1496,593,2.32,Business,3,3,5,3,7,5,25000,2,3,Mid,5,No
29,Male,2.67,1456,950,2.62,Computer Science,3,8,1,8,6,3,44500,4,1,Entry,7,Yes
18,Male,3.92,1402,228,3.02,Engineering,4,3,5,10,3,5,38500,6,3,Entry,1,No
18,Male,3.04,1270,346,2.12,Business,0,6,2,4,10,2,41500,9,2,Entry,4,No
29,Female,2.8,1222,19,2.31,Mathematics,1,7,0,9,4,4,48800,6,2,Senior,2,Yes
22,Male,3.04,1231,444,3.9,Law,4,4,4,1,8,5,53700,4,1,Entry,5,No
28,Other,3.56,1142,677,3.09,Business,2,1,4,5,2,3,59800,1,3,Mid,1,No
22,Male,2.68,1451,368,2.13,Arts,2,7,5,4,6,4,38400,7,1,Entry,10,Yes
28,Male,2.36,1329,899,3.39,Business,2,4,5,5,1,1,45200,7,1,Senior,7,No
29,Male,3.17,1081,619,2.12,Business,1,4,4,6,7,3,51900,6,4,Mid,2,No
18,Male,3.33,1372,889,3.48,Law,4,6,5,1,4,5,51100,3,3,Entry,3,Yes
23,Female,3.43,1275,860,3.5,Medicine,1,5,4,8,1,5,41500,5,4,Mid,5,No
18,Male,3.76,980,726,3.3,Mathematics,2,2,5,3,5,0,40800,7,3,Entry,9,No
22,Female,2.74,1449,751,3.46,Law,3,6,1,7,5,1,47100,6,5,Mid,10,No
26,Female,2.15,1319,147,2.18,Engineering,4,0,5,7,6,0,27800,7,5,Senior,4,No
29,Female,3.92,1366,693,3.45,Mathematics,3,3,4,9,8,4,30500,5,4,Senior,8,No
22,Female,2.87,1327,504,2.27,Computer Science,4,3,1,7,4,0,47200,1,5,Entry,8,No
23,Female,3.25,956,430,2.68,Arts,2,5,1,8,7,1,51100,10,4,Entry,10,No
25,Male,3.33,1221,848,3.89,Medicine,3,5,2,4,4,1,67600,5,5,Mid,4,No
28,Female,3.09,1441,440,3.01,Computer Science,3,9,4,10,2,1,25900,2,4,Mid,4,No
18,Male,2.41,1394,198,3.93,Computer Science,4,7,3,4,8,5,56600,10,5,Entry,2,Yes
19,Male,3.51,1165,997,2.18,Mathematics,3,0,5,10,5,4,71100,10,1,Mid,8,No
26,Male,3.61,1126,287,2.96,Medicine,3,6,4,8,10,2,54300,2,1,Entry,1,No
20,Female,3.11,953,565,2.12,Arts,2,3,3,4,4,4,39900,4,1,Mid,5,No
23,Female,2.98,1508,369,3.26,Engineering,4,5,4,4,2,1,44900,6,3,Senior,8,No
22,Male,2.23,903,240,2.16,Medicine,4,9,1,10,7,4,77300,5,2,Mid,6,No
28,Female,2.17,1338,802,2.35,Medicine,0,8,4,3,5,3,66900,7,4,Entry,10,No
19,Male,2.68,1209,287,2.52,Medicine,4,2,4,3,9,3,40400,10,2,Executive,4,No
24,Male,2.62,1502,700,3.5,Arts,2,7,4,4,7,2,38600,8,1,Entry,9,Yes
21,Male,3.91,988,395,2.33,Medicine,3,2,4,2,9,4,56100,10,4,Entry,3,No
18,Male,3.57,1219,996,3.69,Medicine,0,5,2,3,10,5,56800,1,4,Entry,9,No
21,Male,3.32,1274,518,2.26,Business,3,1,5,2,10,4,71200,8,3,Entry,1,No
23,Female,3.04,1503,795,2.07,Business,4,8,2,6,5,3,46900,3,2,Entry,4,No
24,Female,2.33,1400,775,2.79,Business,1,1,1,3,6,1,27500,10,2,Mid,10,No
24,Male,3.96,1561,561,3.96,Business,3,4,1,2,8,0,45900,10,5,Mid,3,No
24,Female,2.75,1133,864,2.22,Medicine,4,5,3,9,10,1,42800,2,4,Mid,2,No
20,Female,2.21,1236,712,2.2,Mathematics,2,3,1,8,6,2,25000,2,1,Senior,4,Yes
23,Female,2.99,1470,60,3.5,Business,4,6,2,5,4,0,45900,5,5,Executive,4,No
25,Female,3.75,1084,545,2.62,Computer Science,0,6,1,9,2,1,64400,2,5,Entry,9,No
21,Male,3.77,1337,303,3.43,Mathematics,1,6,3,5,6,4,61200,4,4,Entry,10,No
25,Female,2.02,1455,244,2.4,Engineering,1,6,3,5,9,5,45100,3,5,Mid,6,No
19,Female,3.77,1079,684,2.92,Business,1,9,2,4,8,4,43600,8,4,Mid,6,No
27,Male,2.54,975,207,2.53,Arts,2,9,1,3,3,3,42200,9,4,Entry,6,No
26,Male,2.08,1555,375,2.9,Engineering,1,8,5,10,5,4,41900,6,5,Mid,6,No
26,Female,3.7,1512,283,3.54,Law,3,1,3,9,6,4,62100,4,1,Mid,8,No
25,Male,3.73,1171,478,3.52,Law,2,4,1,4,7,2,70300,2,5,Executive,4,Yes
27,Other,3.19,954,22,3.03,Computer Science,4,9,1,7,2,5,61300,8,2,Mid,1,No
27,Male,3.15,1600,559,3.86,Engineering,0,8,5,5,6,0,39100,3,4,Mid,3,No
18,Female,3.63,976,349,2.53,Engineering,2,1,2,7,2,1,37800,2,1,Mid,8,No
19,Male,3.57,1195,489,2.48,Computer Science,0,2,2,8,8,1,71900,4,3,Entry,1,No
23,Female,3.78,1118,944,3.23,Law,2,6,1,8,7,2,51200,2,3,Mid,5,No
27,Female,3.11,1176,670,3.24,Business,4,8,4,10,2,0,39000,3,5,Mid,2,No
22,Male,3.94,1477,258,2.09,Computer Science,0,2,4,6,4,4,51400,9,3,Entry,10,No
29,Female,3.99,1547,655,3.22,Arts,2,9,0,5,7,5,29900,7,2,Mid,4,No
26,Male,2.23,1165,47,2.75,Computer Science,0,7,0,2,9,2,32300,1,5,Entry,3,Yes
22,Male,3.7,942,27,3.49,Medicine,1,7,0,8,3,4,40800,10,5,Mid,1,No
19,Male,3,1260,967,3.62,Law,1,3,2,5,10,1,63400,5,1,Entry,5,No
27,Female,2.78,1127,27,3.1,Medicine,1,5,1,8,10,2,45700,5,4,Entry,9,No
21,Male,3.23,1126,981,2,Law,3,7,5,6,8,5,60500,9,5,Entry,3,Yes
26,Male,2.11,962,397,3.27,Law,1,8,5,8,9,2,52700,1,5,Entry,1,No
18,Male,3.01,1070,951,3.5,Engineering,1,1,3,1,8,2,29300,1,5,Entry,1,Yes
28,Female,3.74,1206,145,2.5,Business,4,0,1,9,4,1,73600,10,1,Entry,1,No
18,Female,2.43,1467,587,2.93,Business,0,4,1,9,4,5,31800,7,5,Entry,4,Yes
29,Male,2.85,1582,699,3.93,Law,0,9,0,3,7,1,41200,7,4,Senior,5,No
24,Male,3.88,933,522,2.6,Law,1,2,1,5,4,3,42900,8,4,Senior,8,No
28,Female,2.86,1541,121,2.45,Medicine,0,5,5,7,10,5,62000,4,5,Mid,10,No
20,Male,2.72,1029,801,2.42,Arts,2,0,0,8,10,1,40700,7,1,Entry,7,No
27,Female,2.88,1293,462,3.12,Computer Science,1,3,1,7,7,5,36900,6,3,Mid,10,Yes
19,Female,3.04,1050,677,3.9,Law,1,5,3,3,9,1,62800,1,5,Entry,4,Yes
26,Female,3.26,1554,382,3.22,Law,3,1,4,7,9,4,45800,2,5,Executive,2,No
20,Male,3.6,1529,776,2.61,Computer Science,2,7,4,1,9,1,59500,8,2,Mid,2,No
